Date,Day,Month,Year,Customer_Age,Age_Group,Customer_Gender,Country,State,Product_Category,Sub_Category,Product,Order_Quantity,Unit_Cost,Unit_Price,Profit,Cost,Revenue,Profit_Label
2014-06-28,28,June,2014,46.0,Adults (35-64),F,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Red",6,13,35,124,78,202,More or equal to 100
2016-07-21,21,July,2016,38.0,Adults (35-64),F,Canada,British Columbia,Accessories,Bottles and Cages,-----,20,4,10,118,80,198,More or equal to 100
2016-03-12,12,Mar,2016,44.0,Adults (35-64),M,Australia,Victoria,Clothing,Caps,AWC Logo Cap,2,7,9,0,14,14,Less than 100
2014-03-19,19,Mar,2014,21.0,Youth (<25),F,France,Seine (Paris),Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",5,42,54,11,210,221,Less than 100
2016-06-09,9,June,2016,22.0,Youth (<25),M,Australia,South Australia,Accessories,Bottles and Cages,Water Bottle - 30 oz.,26,2,5,55,52,107,Less than 100
2013-09-18,18,September,2013,26.0,Young Adults (25-34),M,United States,California,Bikes,Touring Bikes,"Touring-2000 Blue, 46",1,755,1215,436,755,1191,More or equal to 100
2016-02-19,19,Feb,2016,36.0,Adults (35-64),M,United States,California,Bikes,Road Bikes,"Road-350-W Yellow, 42",1,1083,1701,584,1083,1667,More or equal to 100
2013-08-02,2,August,2013,20.0,Youth (<25),M,United States,California,Clothing,Vests,"Classic Vest, L",26,24,64,1007,624,1631,More or equal to 100
2016-05-27,27,May,2016,36.0,Adults (35-64),F,USA,California,Accessories,Tires and Tubes,Patch Kit/8 Patches,17,1,2,16,17,33,Less than 100
2014-06-14,14,June,2014,41.0,Adults (35-64),F,UK,England,Accessories,Bottles and Cages,Mountain Bottle Cage,1,4,10,6,4,10,Less than 100
2015-12-29,29,Dec,2015,19.0,Youth (<25),M,Germany,Saarland,Accessories,Bottles and Cages,Water Bottle - 30 oz.,17,2,5,36,34,70,Less than 100
2014-04-07,7,April,2014,32.0,Young Adults (25-34),M,Australia,Queensland,Accessories,Tires and Tubes,Patch Kit/8 Patches,15,1,2,10,15,25,Less than 100
2013-09-09,9,September,2013,31.0,Young Adults (25-34),M,France,Nord,Accessories,Bottles and Cages,Road Bottle Cage,27,3,9,130,81,211,More or equal to 100
2016-06-17,17,June,2016,58.0,Adults (35-64),M,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,5,2,5,15,10,25,Less than 100
2015-10-07,7,October,2015,25.0,Young Adults (25-34),M,France,Seine (Paris),Accessories,Tires and Tubes,Patch Kit/8 Patches,5,1,2,3,5,8,Less than 100
2013-09-21,21,September,2013,34.0,Young Adults (25-34),F,Australia,New South Wales,Clothing,Socks,"Racing Socks, M",7,3,9,34,21,55,Less than 100
2013-08-21,21,August,2013,25.0,Young Adults (25-34),M,Germany,Saarland,Accessories,Tires and Tubes,Touring Tire Tube,29,2,5,61,58,119,Less than 100
2016-05-09,9,May,2016,45.0,Adults (35-64),F,USA,Washington,Accessories,Bottles and Cages,Water Bottle - 30 oz.,13,2,5,25,26,51,Less than 100
2013-08-31,31,August,2013,27.0,Young Adults (25-34),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,7,2,5,16,14,30,Less than 100
2015-11-03,3,Nov,2015,37.0,Adults (35-64),M,Canada,British Columbia,Accessories,Fenders,Fender Set - Mountain,15,8,22,207,120,327,More or equal to 100
2014-06-17,17,June,2014,1.0,Youth (<25),F,United Kingdom,England,Accessories,Bottles and Cages,Water Bottle - 30 oz.,18,2,5,50,36,86,Less than 100
2014-04-16,16,April,2014,29.0,Young Adults (25-34),M,United Kingdom,England,Clothing,Jerseys,"Long-Sleeve Logo Jersey, M",21,38,50,210,798,1008,More or equal to 100
2016-05-05,5,May,2016,37.0,Adults (35-64),F,United States,California,Bikes,Touring Bikes,"Touring-2000 Blue, 46",3,755,1215,1307,2265,3572,More or equal to 100
2015-09-22,22,September,2015,22.0,Youth (<25),M,USA,Oregon,Accessories,Tires and Tubes,Touring Tire Tube,32,2,5,74,64,138,Less than 100
2013-08-30,30,August,2013,34.0,Young Adults (25-34),F,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",20,42,54,100,840,940,More or equal to 100
2012-10-31,31,October,2012,57.0,Adults (35-64),M,Australia,Victoria,Bikes,Road Bikes,"Road-550-W Yellow, 48",2,713,1120,344,1426,1770,More or equal to 100
2015-10-19,19,October,2015,43.0,Adults (35-64),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,21,2,5,49,42,91,Less than 100
2015-07-14,14,July,2015,1.0,Youth (<25),M,Canada,British Columbia,Bikes,Touring Bikes,"Touring-3000 Blue, 44",3,461,742,821,1383,2204,More or equal to 100
2015-10-12,12,October,2015,35.0,Adults (35-64),F,Australia,Queensland,Accessories,Fenders,Fender Set - Mountain,27,8,22,283,216,499,More or equal to 100
2015-07-21,21,July,2015,23.0,Youth (<25),M,France,Nord,Clothing,Shorts,"Women's Mountain Shorts, M",29,26,70,1012,754,1766,More or equal to 100
2013-10-15,15,October,2013,26.0,Young Adults (25-34),M,United States,California,Accessories,Helmets,"Sport-100 Helmet, Blue",27,13,35,575,351,926,More or equal to 100
2014-04-17,17,April,2014,23.0,Youth (<25),M,United States,Washington,Bikes,Mountain Bikes,"Mountain-200 Black, 46",1,1252,2295,538,1252,1790,More or equal to 100
2011-10-03,3,October,2011,34.0,Young Adults (25-34),F,Australia,New South Wales,Bikes,Road Bikes,-----,4,1555,2443,2282,6220,8502,More or equal to 100
2016-01-15,15,January,2016,56.0,Adults (35-64),M,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 62",2,2171,3578,1311,4342,5653,More or equal to 100
2014-02-05,5,Feb,2014,41.0,Adults (35-64),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,8,2,5,19,16,35,Less than 100
2016-05-09,9,May,2016,40.0,Adults (35-64),F,Australia,South Australia,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",1,1266,2320,636,1266,1902,More or equal to 100
2015-10-05,5,October,2015,33.0,Young Adults (25-34),M,Germany,Nordrhein-Westfalen,Bikes,Road Bikes,"Road-750 Black, 52",1,344,540,126,344,470,More or equal to 100
2016-06-14,14,June,2016,33.0,Young Adults (25-34),M,UK,England,Accessories,Tires and Tubes,Patch Kit/8 Patches,10,1,2,9,10,19,Less than 100
2013-09-16,16,September,2013,39.0,Adults (35-64),M,United States,Oregon,Accessories,Bottles and Cages,-----,15,3,9,71,45,116,Less than 100
2014-04-08,8,April,2014,23.0,Youth (<25),M,United States,California,Accessories,Tires and Tubes,Touring Tire Tube,26,2,5,75,52,127,Less than 100
2016-04-13,13,April,2016,25.0,Young Adults (25-34),M,Australia,South Australia,Accessories,Helmets,"Sport-100 Helmet, Blue",12,13,35,188,156,344,More or equal to 100
2014-01-19,19,January,2014,1.0,Youth (<25),M,United States,California,Clothing,Socks,-----,30,3,9,175,90,265,More or equal to 100
2013-10-15,15,October,2013,32.0,Young Adults (25-34),F,United States,Washington,Accessories,Tires and Tubes,Mountain Tire Tube,1,2,5,2,2,4,Less than 100
2013-09-12,12,September,2013,26.0,Young Adults (25-34),F,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,23,2,5,68,46,114,Less than 100
2016-07-15,15,July,2016,47.0,Adults (35-64),F,United States,California,Clothing,Caps,AWC Logo Cap,17,7,9,31,119,150,Less than 100
2015-10-11,11,October,2015,53.0,Adults (35-64),F,Germany,Hessen,Accessories,Tires and Tubes,ML Mountain Tire,19,11,30,321,209,530,More or equal to 100
2015-09-05,5,September,2015,34.0,Young Adults (25-34),M,United States,California,Clothing,Gloves,"Half-Finger Gloves, M",1,9,24,15,9,24,Less than 100
2014-06-23,23,June,2014,46.0,Adults (35-64),F,France,Hauts de Seine,Accessories,Tires and Tubes,Patch Kit/8 Patches,6,1,2,5,6,11,Less than 100
2014-01-08,8,January,2014,18.0,Youth (<25),M,Australia,New South Wales,Clothing,Jerseys,"Long-Sleeve Logo Jersey, XL",20,38,50,110,760,870,More or equal to 100
2015-09-12,12,September,2015,22.0,Youth (<25),M,France,Yveline,Accessories,Fenders,-----,19,8,22,166,152,318,More or equal to 100
2016-05-28,28,May,2016,32.0,Young Adults (25-34),M,France,Seine (Paris),Accessories,Helmets,"Sport-100 Helmet, Red",8,13,35,126,104,230,More or equal to 100
2014-03-08,8,Mar,2014,26.0,Young Adults (25-34),F,Australia,Queensland,Accessories,Tires and Tubes,HL Mountain Tire,11,13,35,180,143,323,More or equal to 100
2013-09-25,25,September,2013,40.0,Adults (35-64),F,United States,California,Accessories,Bottles and Cages,Road Bottle Cage,15,3,9,87,45,132,Less than 100
2016-01-02,2,January,2016,35.0,Adults (35-64),M,Australia,Victoria,Accessories,Tires and Tubes,Patch Kit/8 Patches,8,1,2,5,8,13,Less than 100
2016-03-20,20,Mar,2016,34.0,Young Adults (25-34),M,USA,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,8,2,5,23,16,39,Less than 100
2016-02-09,9,Feb,2016,20.0,Youth (<25),M,United States,Oregon,Accessories,Helmets,"Sport-100 Helmet, Red",28,13,35,479,364,843,More or equal to 100
2013-11-27,27,Nov,2013,46.0,Adults (35-64),M,United Kingdom,England,Clothing,Jerseys,"Long-Sleeve Logo Jersey, XL",19,38,50,190,722,912,More or equal to 100
2013-08-12,12,August,2013,22.0,Youth (<25),M,USA,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,4,2,5,12,8,20,Less than 100
2014-01-08,8,January,2014,42.0,Adults (35-64),F,United States,Oregon,Accessories,Tires and Tubes,Mountain Tire Tube,13,2,5,30,26,56,Less than 100
2016-05-21,21,May,2016,36.0,Adults (35-64),M,France,Nord,Bikes,Road Bikes,-----,2,344,540,252,688,940,More or equal to 100
2011-02-06,6,Feb,2011,22.0,Youth (<25),F,USA,Washington,Bikes,Road Bikes,"Road-550-W Yellow, 40",3,713,1120,482,2139,2621,More or equal to 100
2013-09-27,27,September,2013,1.0,Youth (<25),M,United Kingdom,England,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",2,42,54,20,84,104,Less than 100
2016-03-14,14,Mar,2016,24.0,Youth (<25),M,United States,California,Accessories,Helmets,"Sport-100 Helmet, Red",4,13,35,85,52,137,Less than 100
2016-02-14,14,Feb,2016,19.0,Youth (<25),M,France,Nord,Accessories,Hydration Packs,Hydration Pack - 70 oz.,3,21,55,81,63,144,Less than 100
2014-02-12,12,Feb,2014,42.0,Adults (35-64),M,United States,Washington,Accessories,Bottles and Cages,Water Bottle - 30 oz.,7,2,5,13,14,27,Less than 100
2015-08-29,29,August,2015,34.0,Young Adults (25-34),M,France,Yveline,Accessories,Bottles and Cages,-----,12,2,5,22,24,46,Less than 100
2016-06-14,14,June,2016,1.0,Youth (<25),F,United Kingdom,England,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",1,1266,2320,961,1266,2227,More or equal to 100
2015-11-17,17,Nov,2015,31.0,Young Adults (25-34),M,Canada,British Columbia,Clothing,Socks,"Racing Socks, L",25,3,9,148,75,223,More or equal to 100
2013-11-02,2,Nov,2013,37.0,Adults (35-64),F,Germany,Hamburg,Accessories,Bottles and Cages,Water Bottle - 30 oz.,17,2,5,45,34,79,Less than 100
2015-09-02,2,September,2015,36.0,Adults (35-64),F,USA,Washington,Accessories,Tires and Tubes,Mountain Tire Tube,29,2,5,55,58,113,Less than 100
2016-05-02,2,May,2016,34.0,Young Adults (25-34),F,France,Hauts de Seine,Accessories,Tires and Tubes,Patch Kit/8 Patches,25,1,2,22,25,47,Less than 100
2015-09-04,4,September,2015,22.0,Youth (<25),F,United States,Washington,Clothing,Gloves,"Half-Finger Gloves, L",15,9,24,146,135,281,More or equal to 100
2016-01-10,10,January,2016,31.0,Young Adults (25-34),M,United States,California,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",1,1266,2320,1008,1266,2274,More or equal to 100
2012-06-16,16,June,2012,37.0,Adults (35-64),F,USA,California,Bikes,Road Bikes,"Road-550-W Yellow, 48",2,713,1120,769,1426,2195,More or equal to 100
2013-08-15,15,August,2013,33.0,Young Adults (25-34),F,Australia,New South Wales,Clothing,Jerseys,"Long-Sleeve Logo Jersey, M",2,38,50,11,76,87,Less than 100
2016-04-19,19,April,2016,46.0,Adults (35-64),F,United Kingdom,England,Accessories,Tires and Tubes,HL Road Tire,4,12,33,79,48,127,Less than 100
2016-06-13,13,June,2016,33.0,Young Adults (25-34),F,United States,California,Accessories,Cleaners,Bike Wash - Dissolver,13,3,8,63,39,102,Less than 100
2013-09-08,8,September,2013,21.0,Youth (<25),F,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",7,42,54,76,294,370,Less than 100
2015-08-16,16,August,2015,18.0,Youth (<25),M,USA,Washington,Accessories,Fenders,Fender Set - Mountain,27,8,22,247,216,463,More or equal to 100
2016-02-20,20,Feb,2016,35.0,Adults (35-64),F,Australia,New South Wales,Accessories,Bike Racks,Hitch Rack - 4-Bike,9,45,120,535,405,940,More or equal to 100
2016-03-21,21,Mar,2016,40.0,Adults (35-64),M,USA,California,Accessories,Helmets,"Sport-100 Helmet, Red",10,13,35,213,130,343,More or equal to 100
2014-04-30,30,April,2014,35.0,Adults (35-64),F,United States,Oregon,Clothing,Vests,"Classic Vest, L",9,24,64,279,216,495,More or equal to 100
2014-05-01,1,May,2014,56.0,Adults (35-64),F,USA,California,Accessories,Bottles and Cages,Mountain Bottle Cage,12,4,10,70,48,118,Less than 100
2015-11-11,11,Nov,2015,31.0,Young Adults (25-34),M,United Kingdom,England,Accessories,Tires and Tubes,Patch Kit/8 Patches,27,1,2,25,27,52,Less than 100
2014-05-01,1,May,2014,31.0,Young Adults (25-34),M,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Black",12,13,35,209,156,365,More or equal to 100
2014-04-09,9,April,2014,36.0,Adults (35-64),M,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",20,42,54,218,840,1058,More or equal to 100
2014-02-20,20,Feb,2014,1.0,Youth (<25),M,Australia,Victoria,Accessories,Helmets,"Sport-100 Helmet, Black",20,13,35,293,260,553,More or equal to 100
2016-02-21,21,Feb,2016,30.0,Young Adults (25-34),M,Germany,Bayern,Bikes,Road Bikes,"Road-750 Black, 48",1,344,540,191,344,535,More or equal to 100
2013-09-27,27,September,2013,53.0,Adults (35-64),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,26,2,5,61,52,113,Less than 100
2014-03-25,25,Mar,2014,32.0,Young Adults (25-34),M,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,15,1,2,15,15,30,Less than 100
2014-07-09,9,July,2014,41.0,Adults (35-64),F,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,21,1,2,21,21,42,Less than 100
2014-06-19,19,June,2014,27.0,Young Adults (25-34),M,France,Seine (Paris),Accessories,Helmets,"Sport-100 Helmet, Blue",9,13,35,141,117,258,More or equal to 100
2016-03-22,22,Mar,2016,24.0,Youth (<25),F,United Kingdom,England,Accessories,Tires and Tubes,Mountain Tire Tube,1,2,5,3,2,5,Less than 100
2013-10-26,26,October,2013,28.0,Young Adults (25-34),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,12,2,5,28,24,52,Less than 100
2013-10-10,10,October,2013,,,M,United States,Washington,Clothing,Gloves,"Half-Finger Gloves, M",7,9,24,68,63,131,Less than 100
2013-12-04,4,Dec,2013,26.0,Young Adults (25-34),M,Australia,Tasmania,Accessories,Bottles and Cages,Road Bottle Cage,29,3,9,124,87,211,More or equal to 100
2015-09-28,28,September,2015,31.0,Young Adults (25-34),M,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",6,42,54,30,252,282,Less than 100
2016-01-09,9,January,2016,1.0,Youth (<25),M,United States,Washington,Accessories,Fenders,Fender Set - Mountain,27,8,22,247,216,463,More or equal to 100
2016-04-06,6,April,2016,24.0,Youth (<25),M,United States,Washington,Clothing,Shorts,"Women's Mountain Shorts, M",8,26,70,229,208,437,More or equal to 100
2015-06-20,20,June,2015,48.0,Adults (35-64),F,United Kingdom,England,Bikes,Road Bikes,"Road-650 Black, 52",1,487,783,265,487,752,More or equal to 100
2013-12-17,17,Dec,2013,44.0,Adults (35-64),M,United States,Washington,Accessories,Bike Stands,All-Purpose Bike Stand,7,59,159,455,413,868,More or equal to 100
2013-12-10,10,Dec,2013,22.0,Youth (<25),M,Canada,British Columbia,Accessories,Tires and Tubes,Road Tire Tube,6,1,4,18,6,24,Less than 100
2015-08-07,7,August,2015,23.0,Youth (<25),M,Australia,Victoria,Accessories,Tires and Tubes,Patch Kit/8 Patches,9,1,2,5,9,14,Less than 100
2014-03-26,26,Mar,2014,38.0,Adults (35-64),M,Germany,Bayern,Accessories,Bottles and Cages,Road Bottle Cage,12,3,9,71,36,107,Less than 100
2016-02-09,9,Feb,2016,20.0,Youth (<25),M,United States,California,Accessories,Tires and Tubes,Road Tire Tube,4,1,4,12,4,16,Less than 100
2014-06-14,14,June,2014,70.0,Seniors (64+),M,Germany,Nordrhein-Westfalen,Accessories,Tires and Tubes,LL Mountain Tire,1,9,25,13,9,22,Less than 100
2014-04-16,16,April,2014,1.0,Youth (<25),M,Canada,British Columbia,Accessories,Tires and Tubes,HL Mountain Tire,10,13,35,217,130,347,More or equal to 100
2013-08-24,24,August,2013,18.0,Youth (<25),M,Canada,British Columbia,Accessories,Bottles and Cages,Mountain Bottle Cage,18,4,10,106,72,178,More or equal to 100
2014-06-18,18,June,2014,46.0,Adults (35-64),M,UK,England,Accessories,Tires and Tubes,Mountain Tire Tube,25,2,5,70,50,120,Less than 100
2016-03-21,21,Mar,2016,47.0,Adults (35-64),M,United States,California,Accessories,Bottles and Cages,-----,28,2,5,81,56,137,Less than 100
2013-08-13,13,August,2013,42.0,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Patch Kit/8 Patches,3,1,2,3,3,6,Less than 100
2014-03-30,30,Mar,2014,1.0,Youth (<25),F,Australia,Victoria,Clothing,Caps,AWC Logo Cap,25,7,9,3,175,178,Less than 100
2011-11-08,8,Nov,2011,25.0,Young Adults (25-34),M,Australia,New South Wales,Bikes,Road Bikes,"Road-550-W Yellow, 44",4,713,1120,1046,2852,3898,More or equal to 100
2016-01-20,20,January,2016,31.0,Young Adults (25-34),M,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Black",17,13,35,243,221,464,More or equal to 100
2013-12-13,13,Dec,2013,59.0,Adults (35-64),F,USA,California,Accessories,Tires and Tubes,Patch Kit/8 Patches,21,1,2,20,21,41,Less than 100
2016-06-28,28,June,2016,42.0,Adults (35-64),F,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Blue",20,13,35,412,260,672,More or equal to 100
2014-03-14,14,Mar,2014,29.0,Young Adults (25-34),F,USA,California,Accessories,Tires and Tubes,LL Road Tire,20,8,21,252,160,412,More or equal to 100
2014-03-18,18,Mar,2014,31.0,Young Adults (25-34),M,Australia,New South Wales,Bikes,Mountain Bikes,"Mountain-400-W Silver, 42",1,420,769,249,420,669,More or equal to 100
2015-10-24,24,October,2015,25.0,Young Adults (25-34),M,Australia,New South Wales,Accessories,Fenders,Fender Set - Mountain,14,8,22,156,112,268,More or equal to 100
2015-09-30,30,September,2015,28.0,Young Adults (25-34),M,United Kingdom,England,Bikes,Touring Bikes,"Touring-3000 Yellow, 44",1,461,742,251,461,712,More or equal to 100
2011-08-10,10,August,2011,21.0,Youth (<25),M,Australia,New South Wales,Bikes,Mountain Bikes,"Mountain-500 Silver, 40",3,308,565,551,924,1475,More or equal to 100
2013-10-06,6,October,2013,49.0,Adults (35-64),F,USA,Washington,Accessories,Bike Stands,All-Purpose Bike Stand,1,59,159,65,59,124,Less than 100
2016-03-21,21,Mar,2016,51.0,Adults (35-64),M,USA,Washington,Accessories,Bottles and Cages,Water Bottle - 30 oz.,18,2,5,34,36,70,Less than 100
2016-06-25,25,June,2016,28.0,Young Adults (25-34),M,France,Loiret,Bikes,Road Bikes,"Road-550-W Yellow, 42",1,713,1120,284,713,997,More or equal to 100
2013-11-24,24,Nov,2013,1.0,Youth (<25),F,United States,Washington,Clothing,Shorts,"Women's Mountain Shorts, S",18,26,70,515,468,983,More or equal to 100
2013-09-04,4,September,2013,39.0,Adults (35-64),F,USA,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,4,2,5,12,8,20,Less than 100
2015-08-25,25,August,2015,26.0,Young Adults (25-34),F,USA,California,Accessories,Tires and Tubes,Mountain Tire Tube,6,2,5,17,12,29,Less than 100
2014-07-01,1,July,2014,50.0,Adults (35-64),F,Australia,Queensland,Accessories,Tires and Tubes,Patch Kit/8 Patches,22,1,2,15,22,37,Less than 100
2014-01-02,2,January,2014,22.0,Youth (<25),M,USA,Washington,Accessories,Tires and Tubes,Patch Kit/8 Patches,2,1,2,1,2,3,Less than 100
2013-05-28,28,May,2013,1.0,Youth (<25),F,Australia,New South Wales,Bikes,Road Bikes,"Road-550-W Yellow, 48",1,713,1120,261,713,974,More or equal to 100
2014-06-17,17,June,2014,45.0,Adults (35-64),F,Germany,Saarland,Accessories,Bottles and Cages,Road Bottle Cage,28,3,9,123,84,207,More or equal to 100
2015-07-17,17,July,2015,38.0,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,ML Road Tire,23,9,25,362,207,569,More or equal to 100
2014-03-07,7,Mar,2014,32.0,Young Adults (25-34),M,Canada,British Columbia,Clothing,Jerseys,"Long-Sleeve Logo Jersey, L",22,38,50,253,836,1089,More or equal to 100
2016-04-06,6,April,2016,59.0,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,ML Mountain Tire,1,11,30,19,11,30,Less than 100
2015-08-31,31,August,2015,32.0,Young Adults (25-34),F,Canada,British Columbia,Bikes,Touring Bikes,"Touring-1000 Blue, 54",1,1482,2384,878,1482,2360,More or equal to 100
2013-08-20,20,August,2013,39.0,Adults (35-64),M,United States,Washington,Accessories,Tires and Tubes,Mountain Tire Tube,1,2,5,2,2,4,Less than 100
2016-05-11,11,May,2016,54.0,Adults (35-64),F,United States,California,Clothing,Jerseys,"Long-Sleeve Logo Jersey, XL",18,38,50,198,684,882,More or equal to 100
2015-04-07,7,April,2015,29.0,Young Adults (25-34),M,Australia,New South Wales,Bikes,Road Bikes,"Road-750 Black, 44",2,344,540,252,688,940,More or equal to 100
2013-11-07,7,Nov,2013,17.0,Youth (<25),M,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,7,2,5,21,14,35,Less than 100
2016-04-25,25,April,2016,36.0,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",23,13,35,498,299,797,More or equal to 100
2016-02-28,28,Feb,2016,52.0,Adults (35-64),M,United Kingdom,England,Clothing,Vests,-----,14,24,64,524,336,860,More or equal to 100
2016-05-16,16,May,2016,49.0,Adults (35-64),M,United States,Washington,Accessories,Tires and Tubes,Road Tire Tube,13,1,4,28,13,41,Less than 100
2014-02-01,1,Feb,2014,44.0,Adults (35-64),F,USA,California,Accessories,Helmets,"Sport-100 Helmet, Blue",10,13,35,213,130,343,More or equal to 100
2013-09-28,28,September,2013,35.0,Adults (35-64),F,Australia,Tasmania,Bikes,Road Bikes,"Road-150 Red, 56",1,2171,3578,727,2171,2898,More or equal to 100
2012-09-18,18,September,2012,25.0,Young Adults (25-34),M,France,Seine et Marne,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",2,1266,2320,1273,2532,3805,More or equal to 100
2013-08-13,13,August,2013,55.0,Adults (35-64),F,United States,California,Accessories,Fenders,Fender Set - Mountain,22,8,22,298,176,474,More or equal to 100
2016-01-14,14,January,2016,1.0,Youth (<25),F,Australia,Queensland,Accessories,Helmets,"Sport-100 Helmet, Blue",14,13,35,230,182,412,More or equal to 100
2016-01-09,9,January,2016,78.0,Seniors (64+),F,UK,England,Accessories,Tires and Tubes,Road Tire Tube,28,1,4,80,28,108,Less than 100
2016-05-17,17,May,2016,55.0,Adults (35-64),F,USA,California,Accessories,Tires and Tubes,Mountain Tire Tube,4,2,5,12,8,20,Less than 100
2014-07-14,14,July,2014,1.0,Youth (<25),F,USA,California,Accessories,Tires and Tubes,Touring Tire Tube,15,2,5,44,30,74,Less than 100
2014-02-14,14,Feb,2014,26.0,Young Adults (25-34),F,United States,Washington,Accessories,Tires and Tubes,Touring Tire,3,11,29,35,33,68,Less than 100
2016-01-16,16,January,2016,25.0,Young Adults (25-34),M,United Kingdom,England,Bikes,Road Bikes,"Road-250 Red, 58",1,1555,2443,790,1555,2345,More or equal to 100
2014-03-11,11,Mar,2014,54.0,Adults (35-64),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,28,2,5,66,56,122,Less than 100
2013-08-17,17,August,2013,34.0,Young Adults (25-34),F,France,Seine (Paris),Accessories,Tires and Tubes,Patch Kit/8 Patches,29,1,2,19,29,48,Less than 100
2013-12-24,24,Dec,2013,24.0,Youth (<25),M,Australia,Queensland,Accessories,Tires and Tubes,Patch Kit/8 Patches,17,1,2,12,17,29,Less than 100
2016-04-16,16,April,2016,23.0,Youth (<25),F,Canada,British Columbia,Accessories,Bottles and Cages,-----,16,3,9,95,48,143,Less than 100
2014-04-25,25,April,2014,1.0,Youth (<25),M,Germany,Hamburg,Clothing,Caps,AWC Logo Cap,11,7,9,15,77,92,Less than 100
2016-01-27,27,January,2016,42.0,Adults (35-64),M,Canada,British Columbia,Accessories,Bottles and Cages,Water Bottle - 30 oz.,27,2,5,80,54,134,Less than 100
2016-04-05,5,April,2016,24.0,Youth (<25),M,Australia,Queensland,Accessories,Tires and Tubes,Patch Kit/8 Patches,28,1,2,19,28,47,Less than 100
2014-06-15,15,June,2014,48.0,Adults (35-64),F,Australia,Victoria,Accessories,Bottles and Cages,Mountain Bottle Cage,1,4,10,4,4,8,Less than 100
2014-05-25,25,May,2014,29.0,Young Adults (25-34),M,France,Seine et Marne,Bikes,Road Bikes,-----,1,713,1120,205,713,918,More or equal to 100
2013-11-29,29,Nov,2013,25.0,Young Adults (25-34),F,Canada,British Columbia,Bikes,Road Bikes,"Road-250 Black, 52",1,1555,2443,864,1555,2419,More or equal to 100
2015-12-10,10,Dec,2015,44.0,Adults (35-64),M,United States,Oregon,Accessories,Bottles and Cages,Mountain Bottle Cage,28,4,10,129,112,241,More or equal to 100
2016-04-08,8,April,2016,25.0,Young Adults (25-34),F,Germany,Bayern,Accessories,Bottles and Cages,-----,4,2,5,12,8,20,Less than 100
2015-04-14,14,April,2015,38.0,Adults (35-64),M,USA,Washington,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",1,1266,2320,544,1266,1810,More or equal to 100
2015-11-17,17,Nov,2015,23.0,Youth (<25),M,United States,California,Accessories,Tires and Tubes,Touring Tire Tube,26,2,5,75,52,127,Less than 100
2013-09-25,25,September,2013,24.0,Youth (<25),F,United States,California,Clothing,Shorts,"Women's Mountain Shorts, M",27,26,70,1150,702,1852,More or equal to 100
2013-08-22,22,August,2013,32.0,Young Adults (25-34),F,United States,Washington,Accessories,Tires and Tubes,Mountain Tire Tube,10,2,5,19,20,39,Less than 100
2016-06-15,15,June,2016,29.0,Young Adults (25-34),M,Australia,Victoria,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",2,1266,2320,1134,2532,3666,More or equal to 100
2014-03-14,14,Mar,2014,41.0,Adults (35-64),F,Canada,British Columbia,Accessories,Bottles and Cages,Water Bottle - 30 oz.,26,2,5,77,52,129,Less than 100
